step	nb_steps	episode	duration	episode_steps	sps	episode_reward	reward_mean	reward_min	reward_max	action_mean	action_min	action_max	obs_mean	obs_min	obs_max	loss	mean_absolute_error	mean_q	maxscore	outer_deaths	inner_deaths	shell_deaths	resets	reset_vlners	isi_pre	isi_post	fortress_kills	raw_pnts	total
1098181	54550000	302	14.9812964825	3642	243.103125571	1496938.0	411.020867655	-1000.0	100000.0	0.749588138386	0	2	70.1804607527	-142.0	518.276431747	3.12976e+06	458.423	75096.1	182	0	14	5	55	5.45714285714	7.09019607843	4.74509803922	15	-1446	2
1101812	54550000	303	15.5643952513	3631	233.288858408	1600084.0	440.673092812	-1009.0	100000.0	0.683007435968	0	2	72.7055880337	-110.0	521.680172943	3.07137e+06	451.289	74605.6	168	2	11	2	57	5.45205479452	6.66034155598	6.66666666667	16	-1018	48
1105437	54550000	304	15.9799857725	3625	226.84625954	1797165.0	495.769655172	-1000.0	100000.0	0.799724137931	0	2	72.9882191278	-173.0	521.414189373	3.30002e+06	457.668	74013.0	174	3	12	5	46	6.203125	6.32629558541	5.48148148148	18	-1252	0
1109082	54550000	305	15.1532862016	3645	240.541883227	1696913.0	465.545404664	-1000.0	100000.0	0.851851851852	0	2	71.8968752016	-123.0	533.617773133	3.22565e+06	451.907	74175.6	216	2	14	0	47	6.421875	6.10898661568	5.05454545455	17	-972	214
1112693	54550000	306	14.4071847505	3611	250.638834897	1289124.0	356.999169205	-1002.0	100000.0	0.801440044309	0	2	72.1008160554	-102.0	550.590244507	3.26759e+06	454.958	73978.2	170	2	18	0	60	5.23287671233	6.69201520913	4.90322580645	13	-1736	34
1116348	54550000	307	14.5671723782	3655	250.906621072	1401641.0	383.485909713	-1000.0	100000.0	0.881532147743	0	2	71.5883896929	-124.0	546.628557034	2.96773e+06	451.663	74422.4	202	3	7	2	62	5.53947368421	5.53141831239	4.8085106383	14	-948	0
1119988	54550000	308	14.5599107681	3640	250.00153215	1596389.0	438.568406593	-1000.0	100000.0	0.820879120879	0	2	71.0094936509	-136.0	550.473306108	3.17427e+06	456.975	75055.3	160	3	11	2	66	4.9512195122	5.95	4.85714285714	16	-1128	72
1123647	54550000	309	16.1239918948	3659	226.928915859	1292075.0	353.122437825	-1000.0	100000.0	0.858157966658	0	2	72.904335786	-130.0	540.731324181	3.20673e+06	450.673	74706.0	140	10	8	1	61	5.35135135135	5.8097826087	5.27777777778	13	-1650	0
1127261	54550000	310	14.7529591867	3614	244.96780302	1601537.0	443.148035418	-1000.0	100000.0	0.727448810183	0	2	73.5902028916	-143.0	536.64920185	3.28274e+06	459.778	75800.2	256	3	9	2	51	6.19402985075	6.52062868369	5.40277777778	16	-886	254
1130886	54550000	311	14.5821319998	3625	248.591906866	1298377.0	358.172965517	-1002.0	100000.0	0.770206896552	0	2	72.1709856589	-111.0	529.646982688	3.12633e+06	475.413	76580.1	174	3	9	3	67	5.25	6.20503597122	5.0487804878	13	-1300	170
1134451	54550000	312	14.130236741	3565	252.295843683	989358.0	277.519775596	-1000.0	100000.0	0.829172510519	0	2	71.4242610488	-112.0	511.488202376	3.34799e+06	466.456	75987.4	100	3	17	3	59	5.60869565217	6.85576923077	4.69696969697	10	-2314	0
1138063	54550000	313	14.6135062153	3612	247.168608736	1192127.0	330.046234773	-1009.0	100000.0	0.781838316722	0	2	70.897475029	-118.0	541.13258866	3.28819e+06	448.209	75385.6	132	5	13	3	64	5.36842105263	6.36080586081	5.0243902439	12	-1960	0
1141708	54550000	314	15.9744041119	3645	228.177525401	1595385.0	437.691358025	-1000.0	100000.0	0.694375857339	0	2	73.7850615635	-157.0	548.015312618	3.35219e+06	452.661	75717.7	212	3	13	6	54	5.71428571429	6.54363636364	5.39285714286	16	-1678	0
1145359	54550000	315	14.6153828315	3651	249.805293648	1696263.0	464.60230074	-1002.0	100000.0	0.745001369488	0	2	73.8223929675	-125.0	532.337559287	3.13873e+06	451.98	76072.8	232	3	13	3	51	5.95588235294	6.65570599613	4.31168831169	17	-1266	0
1149018	54550000	316	14.6256076942	3659	250.177638873	1199086.0	327.708663569	-1002.0	100000.0	0.709483465428	0	2	71.8014954141	-125.0	508.384942263	2.9639e+06	442.561	75173.1	172	2	8	7	66	5.25641025641	6.47007042254	4.78787878788	12	-1598	0
1152665	54550000	317	14.5640546234	3647	250.411035547	1699460.0	465.988483685	-1000.0	100000.0	0.784206196874	0	2	71.2900876171	-165.0	507.434057713	3.09847e+06	449.243	75166.0	170	2	11	4	45	6.54838709677	6.22388059701	4.15254237288	17	-1094	76
1156315	54550000	318	14.7215015459	3650	247.936665198	1395290.0	382.271232877	-1012.0	100000.0	0.684657534247	0	2	72.2156341321	-85.0	536.399369506	3.09801e+06	445.128	75527.4	170	1	16	1	56	6.14285714286	6.8956043956	6.275	14	-1488	0
1159945	54550000	319	16.0160345121	3630	226.647863255	2098678.0	578.148209366	-1002.0	100000.0	0.736363636364	0	2	74.0861985289	-94.0	554.230483245	3.27828e+06	460.315	77273.3	172	4	10	3	48	5.89855072464	6.46037735849	5.28125	21	-700	0
1163566	54550000	320	14.8204842399	3621	244.324000579	1699115.0	469.239160453	-1000.0	100000.0	0.743717205192	0	2	71.2682089364	-144.0	537.320493292	3.12972e+06	459.985	78561.7	166	1	11	5	56	5.54794520548	6.70566037736	4.69565217391	17	-1078	0
1167175	54550000	321	14.4158245335	3609	250.349884019	1994079.0	552.529509559	-1002.0	100000.0	0.743973399834	0	2	71.0723336521	-170.0	519.671035136	3.04496e+06	451.869	78566.3	172	1	17	2	51	5.59154929577	6.52788104089	4.52380952381	20	-1102	128
1170791	54550000	322	14.6441672504	3616	246.924248963	1499394.0	414.655420354	-1000.0	100000.0	0.714601769912	0	2	73.5260569748	-117.0	538.780989096	3.49752e+06	459.647	79252.5	170	5	7	4	53	5.98529411765	6.29982046679	5.68888888889	15	-1206	86
1174393	54550000	323	14.9594173846	3602	240.784778403	1502642.0	417.168795114	-1000.0	100000.0	0.687951138257	0	2	72.0976500102	-165.0	516.375225256	3.12821e+06	451.576	79123.5	218	3	6	5	58	5.98630136986	6.26132404181	4.71739130435	15	-1048	74
1178031	54550000	324	15.639981532	3638	232.608970321	1691888.0	465.059923035	-1002.0	100000.0	0.757009345794	0	2	70.181463668	-142.0	526.450054829	2.86579e+06	437.694	78490.8	216	3	17	2	51	6.02941176471	6.67962962963	5.04081632653	17	-1582	98
1181647	54550000	325	14.8215928619	3616	243.968380031	1692600.0	468.086283186	-1002.0	100000.0	0.757466814159	0	2	71.4689130588	-128.0	543.266938506	2.95727e+06	446.876	78403.3	204	2	17	0	47	6.3125	7.11823647295	4.45454545455	17	-1224	0
1185276	54550000	326	14.6353118267	3629	247.96191861	1701585.0	468.88536787	-1000.0	100000.0	0.802976026454	0	2	72.1992698237	-90.0	555.203239011	2.97804e+06	451.509	79073.1	196	2	9	4	51	6.38235294118	6.33147113594	5.04166666667	17	-904	0
1188899	54550000	327	14.4832709802	3623	250.150674177	993214.0	274.141319349	-1004.0	100000.0	0.751035053823	0	2	71.1385411811	-125.0	525.453908739	3.32889e+06	462.943	80124.7	196	2	15	0	64	5.5	6.64154411765	4.16216216216	10	-1788	0
1192519	54550000	328	15.3916766907	3620	235.192050401	1397347.0	386.007458564	-1000.0	100000.0	0.783977900552	0	2	71.6760617454	-99.0	521.667704029	3.0323e+06	441.727	80222.5	176	2	12	3	58	5.90277777778	6.27205882353	4.52083333333	14	-1416	0
1196156	54550000	329	16.0541032268	3637	226.546444146	1797144.0	494.128127578	-1000.0	100000.0	0.687379708551	0	2	72.0150084136	-138.0	520.37947176	2.96404e+06	449.218	78350.9	188	2	12	3	51	5.65217391304	7.23913043478	4.61818181818	18	-970	0
1199776	54550000	330	14.5748197924	3620	248.373568356	1600615.0	442.158839779	-1000.0	100000.0	0.714640883978	0	2	71.8778719848	-122.0	495.333439838	3.05647e+06	446.992	78973.3	168	3	8	2	58	5.72972972973	6.24551971326	4.94339622642	16	-832	60
1203415	54550000	331	14.7595925475	3639	246.551521547	1700323.0	467.2500687	-1002.0	100000.0	0.702115965925	0	2	72.6787731655	-112.0	533.333753137	3.15426e+06	458.208	80403.9	150	3	9	4	63	5.475	6.15289982425	4.64285714286	17	-1072	60
1207019	54550000	332	14.5098785124	3604	248.38250692	1593010.0	442.011653718	-1000.0	100000.0	0.74667036626	0	2	72.1565080611	-128.0	539.412024368	3.59586e+06	474.213	81196.8	152	6	11	1	63	5.08860759494	6.55719557196	4.70454545455	16	-1286	0
1210647	54550000	333	15.2998929627	3628	237.125841916	1601388.0	441.3969129	-1002.0	100000.0	0.747243660419	0	2	71.5430943091	-116.0	541.954937064	2.9172e+06	446.493	81010.2	176	3	8	2	61	5.61038961039	6.2613430127	4.10909090909	16	-862	0
1214256	54550000	334	16.0887879487	3609	224.317705691	1597523.0	442.649764478	-1000.0	100000.0	0.676918814076	0	2	72.0153338384	-132.0	527.704947533	3.58107e+06	465.759	80659.5	140	2	14	2	53	6.20289855072	6.82070240296	5.46296296296	16	-1306	88
1217900	54550000	335	14.9020560557	3644	244.530015615	1498207.0	411.1435236	-1002.0	100000.0	0.702250274424	0	2	71.6010190543	-146.0	526.351904941	3.29582e+06	462.736	80221.2	198	2	10	3	65	5.025	6.42328042328	4.67441860465	15	-1124	68
1221523	54550000	336	14.4800887741	3623	250.205648358	1798758.0	496.483025117	-1000.0	100000.0	0.73971846536	0	2	72.6705762097	-118.0	529.959693202	3.35637e+06	455.265	80149.9	174	1	12	2	46	6.546875	6.98646034816	4.17021276596	18	-760	0
1225163	54550000	337	14.534034788	3640	250.446627732	1498914.0	411.78956044	-1000.0	100000.0	0.666483516484	0	2	72.1713391136	-135.0	545.717560403	3.2801e+06	465.413	81135.6	222	3	9	1	65	5.325	6.76449275362	5.24444444444	15	-948	0
1228781	54550000	338	15.4282127301	3618	234.505452011	1397984.0	386.396904367	-1002.0	100000.0	0.697070204533	0	2	72.1799615441	-132.0	529.389269431	3.23172e+06	464.774	81892.8	170	5	8	3	66	5.375	6.24	4.9347826087	14	-1346	10
1232422	54550000	339	15.4412632087	3641	235.79677069	1598354.0	438.987640758	-1002.0	100000.0	0.728096676737	0	2	71.8378089775	-129.0	528.782733085	3.06988e+06	447.832	81911.5	178	2	13	2	49	6.52307692308	6.64750957854	6.70909090909	16	-1178	0
1236056	54550000	340	14.5375606339	3634	249.97316204	1594038.0	438.64556962	-1000.0	100000.0	0.745459548707	0	2	70.7756030187	-113.0	506.17500998	3.1149e+06	450.827	81987.7	196	0	17	3	57	5.67123287671	6.54495412844	4.90909090909	16	-1492	0
1239639	54550000	341	14.3404797945	3583	249.852170314	1497137.0	417.844543678	-1002.0	100000.0	0.727602567681	0	2	71.1500007965	-150.0	532.167777481	3.18557e+06	460.63	81683.9	168	1	14	2	64	5.13924050633	6.63619402985	4.49056603774	15	-1314	24
1243274	54550000	342	14.5409804664	3635	249.983143048	1902402.0	523.356808803	-1000.0	100000.0	0.669325997249	0	2	71.3555530646	-115.0	532.816598839	3.18183e+06	462.725	81879.6	170	1	11	0	50	6.1884057971	7.27070707071	5.16417910448	19	-398	88
1246898	54550000	343	15.6722023481	3624	231.237443182	1695332.0	467.806843267	-1000.0	100000.0	0.646523178808	0	2	71.4058246548	-162.0	552.701149118	3.11702e+06	450.137	82002.1	166	2	15	1	36	7.33962264151	7.96098562628	4.20833333333	17	-1092	0
1250507	54550000	344	15.3399397893	3609	235.268198544	1600923.0	443.591853699	-1000.0	100000.0	0.690773067332	0	2	72.5001663682	-133.0	519.462840654	3.13809e+06	458.333	80956.8	246	1	10	2	58	5.63513513514	7.03088803089	4.90740740741	16	-798	0
1254132	54550000	345	14.4327411848	3625	251.165038823	1793783.0	494.836689655	-1002.0	100000.0	0.756965517241	0	2	73.7950390385	-136.0	548.259542492	3.2502e+06	460.213	80976.7	172	9	10	0	43	6.83606557377	6.26432532348	4.52307692308	18	-1176	0
1257745	54550000	346	14.6881784324	3613	245.980127258	1800642.0	498.378632715	-1000.0	100000.0	0.617215610296	0	2	72.1890546041	-133.0	543.771707138	3.13604e+06	450.5	81744.5	176	1	12	0	54	6.0	6.95378927911	5.16981132075	18	-626	52
1261388	54550000	347	14.2995056527	3643	254.764051882	1394821.0	382.87702443	-1000.0	100000.0	0.660719187483	0	2	72.3205062146	-114.0	548.529899396	2.89678e+06	448.137	81081.2	172	4	11	4	54	5.67647058824	6.83669724771	5.10526315789	14	-1564	0
1265020	54550000	348	15.9840507201	3632	227.226506196	1600134.0	440.565528634	-1002.0	100000.0	0.752202643172	0	2	72.2427363486	-153.0	547.114961095	2.91048e+06	436.576	79884.6	172	3	8	5	66	5.26829268293	6.0615942029	6.9387755102	16	-1122	0
1268646	54550000	349	14.7922458497	3626	245.128429912	1797098.0	495.614451186	-1002.0	100000.0	0.707666850524	0	2	72.1987522368	-120.0	523.298974511	3.6563e+06	471.092	78672.8	196	1	14	2	45	6.39682539683	7.48353909465	4.90196078431	18	-932	32
1272266	54550000	350	14.4821825368	3620	249.962323758	1797501.0	496.547237569	-1002.0	100000.0	0.718508287293	0	2	71.5829144919	-113.0	512.719967971	3.27659e+06	456.627	78816.1	166	2	13	2	52	6.04285714286	6.48345588235	4.83050847458	18	-1016	74
1275922	54550000	351	14.5759763012	3656	250.823678939	1294527.0	354.082877462	-1002.0	100000.0	0.720733041575	0	2	71.1525797775	-128.0	544.963436469	3.23297e+06	455.585	79077.5	170	5	11	2	71	4.97619047619	6.0524534687	5.175	13	-1660	0
1279539	54550000	352	14.3572573033	3617	251.928340043	1499305.0	414.516173625	-1002.0	100000.0	0.673209842411	0	2	71.7630052449	-115.0	532.43399688	3.31302e+06	462.531	79995.1	176	2	11	0	60	5.73333333333	6.81985294118	4.95918367347	15	-946	0
1283166	54550000	353	15.9295369929	3627	227.690233659	1895404.0	522.581748001	-1002.0	100000.0	0.705817480011	0	2	71.5751430521	-123.0	527.687254724	2.97192e+06	440.989	80181.8	166	2	15	2	51	6.07142857143	6.66790352505	4.78461538462	19	-1124	72
1286786	54550000	354	14.7024510758	3620	246.217449141	1597045.0	441.172651934	-1000.0	100000.0	0.73729281768	0	2	71.2366599007	-154.0	545.98490566	2.9857e+06	436.906	79820.4	170	1	12	1	62	5.37179487179	6.49177330896	5.15384615385	16	-926	0
1290419	54550000	355	14.5513267023	3633	249.667956354	1598370.0	439.958711808	-1000.0	100000.0	0.751169832095	0	2	73.066640203	-134.0	537.736239461	3.40441e+06	448.241	79831.7	168	2	11	3	51	6.08955223881	6.50093457944	3.80952380952	16	-1098	120
1294047	54550000	356	14.5003321951	3628	250.201164441	1499086.0	413.199007718	-1000.0	100000.0	0.697905181918	0	2	71.9537207056	-117.0	538.570649637	2.79179e+06	432.676	80413.0	170	3	10	2	64	5.50632911392	6.52650176678	5.57142857143	15	-1176	0
1297699	54550000	357	14.7816002467	3652	247.063913179	1992790.0	545.670865279	-1001.0	100000.0	0.646221248631	0	2	71.8407364638	-118.0	551.569080261	3.35303e+06	445.069	80834.6	168	2	17	0	60	5.1375	7.01111111111	5.27118644068	20	-1014	0
1301345	54550000	358	16.0482402695	3646	227.190018268	1399188.0	383.759736698	-1000.0	100000.0	0.730663741086	0	2	71.3573646969	-115.0	522.742404819	2.80662e+06	425.05	81280.8	174	2	11	2	57	6.11267605634	6.70280373832	4.94	14	-1210	0
1304973	54550000	359	14.5545447482	3628	249.269218844	1200253.0	330.830485116	-1000.0	100000.0	0.694046306505	0	2	71.8959421853	-108.0	546.342804225	3.66161e+06	483.165	81791.2	150	2	8	4	65	5.36363636364	6.99430740038	5.28205128205	12	-1274	0
1308619	54550000	360	14.4080310499	3646	253.053313627	1088773.0	298.621228744	-1008.0	100000.0	0.771804717499	0	2	70.7130475663	-169.0	523.077745458	3.36502e+06	463.503	78087.3	172	3	16	3	48	5.18644067797	8.54166666667	3.89189189189	11	-1960	26
1312274	54550000	361	14.7786080815	3655	247.316931328	1586101.0	433.95376197	-1010.0	100000.0	0.821340629275	0	2	71.4507144334	-100.0	554.886229783	3.14661e+06	447.613	74947.6	172	3	22	1	56	5.20833333333	6.17962962963	5.78723404255	16	-2048	0
1315906	54550000	362	14.5350491426	3632	249.878756127	1495557.0	411.772301762	-1003.0	100000.0	0.738160792952	0	2	71.7503971104	-133.0	537.770953029	3.21543e+06	449.739	76503.1	170	2	14	1	61	5.25	6.81096408318	5.23913043478	15	-1290	0
1319546	54550000	363	16.1583182194	3640	225.270968833	1499625.0	411.98489011	-1000.0	100000.0	0.673076923077	0	2	72.3735636084	-120.0	530.206854376	3.51595e+06	458.711	78582.6	186	2	9	3	66	5.22222222222	6.67314487633	4.11363636364	15	-1054	4
1323147	54550000	364	14.4852096383	3601	248.59840416	1795630.0	498.647597889	-1000.0	100000.0	0.67897806165	0	2	72.0284390595	-141.0	521.061831275	3.3062e+06	465.12	78965.1	210	0	16	1	52	5.7	6.87546468401	4.64583333333	18	-984	0
1326789	54550000	365	14.5450595692	3642	250.394299361	1401309.0	384.763591433	-1000.0	100000.0	0.587589236683	0	2	71.2764992123	-130.0	532.454200352	3.3878e+06	458.364	79997.8	192	2	7	0	80	4.62765957447	6.58432708688	5.77272727273	14	-720	96
1330422	54550000	366	15.2102301031	3633	238.852402323	1398562.0	384.960638591	-1002.0	100000.0	0.605009633911	0	2	72.0168414402	-120.0	507.97924111	3.31537e+06	461.447	81106.4	186	2	10	1	71	4.8	6.97513321492	4.23076923077	14	-1072	78
1334053	54550000	367	15.1003271354	3631	240.458366726	1699339.0	468.008537593	-1002.0	100000.0	0.676673092812	0	2	72.9398303129	-80.0	544.461761378	3.48421e+06	462.522	81491.3	168	2	13	2	53	6.22857142857	6.80260707635	5.33333333333	17	-1126	26
1337689	54550000	368	15.8238763644	3636	229.779348389	1296240.0	356.501650165	-1002.0	100000.0	0.670242024202	0	2	69.7364534433	-125.0	535.628300439	3.41671e+06	457.646	82724.2	100	2	12	2	78	4.74725274725	6.69542253521	4.73170731707	13	-1432	0
1341302	54550000	369	14.5131330003	3613	248.946936538	1599575.0	442.727650152	-1000.0	100000.0	0.661500138389	0	2	70.6784610445	-142.0	529.828858818	3.12716e+06	448.027	83806.3	160	2	10	2	58	5.7972972973	6.60070052539	5.09756097561	16	-958	0
1344935	54550000	370	14.7748000354	3633	245.891652766	1091823.0	300.529314616	-1000.0	100000.0	0.68978805395	0	2	71.5759835077	-112.0	536.421478832	3.36802e+06	466.934	84086.3	122	4	12	3	80	4.45054945055	6.38823529412	5.10344827586	11	-1932	100
1348557	54550000	371	14.4860110627	3622	250.034325137	1797063.0	496.152125897	-1002.0	100000.0	0.599392600773	0	2	72.6035274703	-120.0	519.458870322	3.05886e+06	439.717	83691.8	212	1	13	2	62	5.275	6.83275261324	4.45614035088	18	-976	0
1352205	54550000	372	15.3779413421	3648	237.222910326	1788396.0	490.240131579	-1006.0	100000.0	0.674067982456	0	2	71.4627785834	-84.0	521.063048793	3.44853e+06	473.231	83108.9	154	2	20	1	58	4.98684210526	6.96869244936	5.36734693878	18	-1580	96
1355827	54550000	373	16.1220420933	3622	224.661366038	1996706.0	551.271673109	-1001.0	100000.0	0.653782440641	0	2	72.5140924594	-105.0	543.718866951	3.18714e+06	443.135	83098.2	176	1	15	3	44	6.203125	7.12213740458	6.08620689655	20	-980	54
1359467	54550000	374	14.7859775119	3640	246.179192215	1799949.0	494.491483516	-1000.0	100000.0	0.65521978022	0	2	72.9693750116	-109.0	521.439764387	3.23291e+06	448.447	83064.4	252	1	11	2	52	5.97142857143	6.92633517495	4.74	18	-724	56
1363114	54550000	375	14.7705438422	3647	246.91033986	1396368.0	382.881272279	-1001.0	100000.0	0.629010145325	0	2	71.855841156	-110.0	530.238307429	3.20433e+06	449.673	82710.9	218	2	13	0	67	5.37037037037	6.75820379965	4.575	14	-1274	0
1366771	54550000	376	14.7348914478	3657	248.186422883	1501595.0	410.608422204	-1003.0	100000.0	0.659283565764	0	2	72.1431260418	-116.0	528.18025718	3.00776e+06	442.519	83093.7	186	1	8	4	70	4.72941176471	6.20469798658	5.16666666667	15	-1004	8
1370377	54550000	377	15.4570510593	3606	233.291588814	2199893.0	610.064614531	-1000.0	100000.0	0.686910704382	0	2	74.7565588945	-118.0	545.256386551	3.68612e+06	465.007	83853.5	224	2	12	2	45	6.20895522388	6.7182320442	4.62295081967	22	-526	46
1374008	54550000	378	15.6119461332	3631	232.578306959	1501791.0	413.602588819	-1000.0	100000.0	0.662627375379	0	2	71.897755977	-119.0	529.704077005	3.60605e+06	462.445	83985.7	174	0	10	2	59	5.82432432432	6.52686308492	4.45833333333	15	-888	0
1377631	54550000	379	14.7665219625	3623	245.352291433	1401393.0	386.804581838	-1002.0	100000.0	0.690863924924	0	2	71.4820134852	-100.0	521.655793358	3.43176e+06	458.173	83508.4	168	1	9	3	69	5.3734939759	6.48180242634	4.10638297872	14	-1086	96
1381243	54550000	380	14.4830107658	3612	249.395658017	1893861.0	524.324750831	-1002.0	100000.0	0.681893687708	0	2	71.2076501901	-105.0	545.13042653	3.59516e+06	468.924	84192.1	170	1	18	1	53	5.98611111111	6.79090909091	4.7868852459	19	-1248	0
1384897	54550000	381	14.5244444993	3654	251.575886442	1901766.0	520.461412151	-1004.0	100000.0	0.668582375479	0	2	72.8297447572	-122.0	515.657122569	3.23892e+06	447.75	84367.5	212	1	10	2	58	5.42857142857	6.60971223022	4.87719298246	19	-570	82
1388558	54550000	382	15.4893312066	3661	236.356234569	1898626.0	518.608576892	-1000.0	100000.0	0.665938268233	0	2	73.154560522	-96.0	543.400974171	3.32194e+06	456.644	84558.2	208	1	12	2	55	5.64864864865	6.55221238938	4.82692307692	19	-734	42
1392205	54550000	383	15.90349868	3647	229.320608842	1296963.0	355.624622978	-1000.0	100000.0	0.620784206197	0	2	70.9453143454	-103.0	543.502296872	3.07392e+06	450.984	85493.0	158	1	13	2	69	5.23170731707	6.59829059829	4.15909090909	13	-1466	62
1395859	54550000	384	14.6705482996	3654	249.070445452	1402026.0	383.696223317	-1002.0	100000.0	0.694854953476	0	2	72.0281762881	-103.0	551.62809489	3.48943e+06	457.445	85969.3	160	2	8	4	59	6.15068493151	6.05990016639	5.02325581395	14	-1206	0
1399485	54550000	385	14.6729417306	3626	247.121542944	2199058.0	606.469387755	-1000.0	100000.0	0.683397683398	0	2	73.7377172542	-150.0	531.023441759	3.16029e+06	447.746	86433.4	178	2	12	4	44	6.39393939394	6.69398907104	5.01724137931	22	-714	44
1403144	54550000	386	14.6858325869	3659	249.151689449	1303892.0	356.352008746	-1002.0	100000.0	0.625854058486	0	2	72.3565388225	-113.0	496.405470542	3.38684e+06	474.681	85940.8	218	1	6	1	70	5.15662650602	6.43224699828	5.78947368421	13	-706	0
1406795	54550000	387	16.5329505611	3651	220.8317255	1897032.0	519.592440427	-1002.0	100000.0	0.675705286223	0	2	70.6446146299	-98.0	488.811730081	3.34471e+06	465.264	87247.1	172	1	15	1	47	6.43939393939	6.31195840555	5.01923076923	19	-956	0
1410414	54550000	388	15.6075050191	3619	231.875626218	1699731.0	469.668693009	-1001.0	100000.0	0.682232660956	0	2	71.5543719025	-120.0	505.64992773	3.80722e+06	472.114	87529.5	194	0	12	4	58	5.82666666667	6.42857142857	4.3	17	-1090	4
1414049	54550000	389	14.6630391243	3635	247.902223351	1600387.0	440.271526823	-1000.0	100000.0	0.653370013755	0	2	71.3789224998	-133.0	517.67085587	3.31445e+06	455.821	87208.3	156	2	10	3	63	5.50632911392	6.35304054054	4.87755102041	16	-1086	84
1417684	54550000	390	14.5690544155	3635	249.501436148	1701189.0	468.002475928	-1001.0	100000.0	0.746079779917	0	2	74.0290702493	-114.0	542.416519469	3.19852e+06	459.074	87447.4	236	4	7	0	59	5.67105263158	6.08098591549	4.22807017544	17	-604	38
1421355	54550000	391	14.6744406744	3671	250.162856728	1896328.0	516.569871969	-1002.0	100000.0	0.690819940071	0	2	72.0177992021	-121.0	518.244987307	3.56253e+06	468.231	86879.7	162	1	15	2	57	5.48684210526	6.76513761468	5.18333333333	19	-1032	24
1424976	54550000	392	15.9693124616	3621	226.747394962	1997418.0	551.62054681	-1002.0	100000.0	0.650372825186	0	2	71.836249795	-104.0	500.997199448	3.47627e+06	447.423	86009.0	172	3	13	1	48	6.19117647059	6.74316939891	4.33870967742	20	-842	50
1428631	54550000	393	15.0842290755	3655	242.306052349	1501651.0	410.848426813	-1001.0	100000.0	0.64487004104	0	2	72.4361059196	-129.0	512.539553937	3.73163e+06	459.758	85133.5	168	2	9	2	62	5.49350649351	6.58620689655	5.26984126984	15	-962	102
1432252	54550000	394	14.5834788506	3621	248.294665291	1398585.0	386.242750621	-1000.0	100000.0	0.640154653411	0	2	71.6120534049	-152.0	518.739134243	3.69991e+06	457.104	84508.7	174	4	8	2	74	4.94318181818	6.38215488215	5.92307692308	14	-1184	80
1435913	54550000	395	14.6457966026	3661	249.969332453	1397787.0	381.80469817	-1003.0	100000.0	0.672220704725	0	2	71.7499471378	-102.0	552.491365603	3.35533e+06	447.511	84607.3	172	3	10	0	69	5.14457831325	6.29776247849	5.85714285714	14	-1086	0
1439536	54550000	396	14.848713896	3623	243.994195415	1597631.0	440.969086392	-1004.0	100000.0	0.664090532708	0	2	72.261400728	-135.0	541.3652107	3.71373e+06	472.904	83609.5	174	3	11	1	61	5.23376623377	6.64539007092	5.14583333333	16	-1056	42
1443170	54550000	397	16.1084464895	3634	225.59593207	1596034.0	439.194826637	-1002.0	100000.0	0.709961474959	0	2	71.5908513738	-101.0	524.504085746	3.24149e+06	448.741	83764.8	168	3	12	1	66	5.18292682927	6.14431239389	4.54347826087	16	-1170	0
1446821	54550000	398	14.6741422108	3651	248.805003219	1405075.0	384.846617365	-1000.0	100000.0	0.715420432758	0	2	71.6477103342	-135.0	537.320062084	3.24141e+06	452.49	83419.8	166	1	5	4	73	4.97701149425	5.95325542571	5.0	14	-844	6
1450434	54550000	399	14.4669873971	3613	249.741006945	1903306.0	526.793800166	-1002.0	100000.0	0.732078605037	0	2	72.8448202927	-115.0	517.568729958	3.70455e+06	471.522	84305.8	168	1	8	4	55	5.74324324324	6.2469352014	4.61111111111	19	-596	96
1454085	54550000	400	14.8484714508	3651	245.883895329	1802940.0	493.820870994	-1002.0	100000.0	0.677622569159	0	2	71.0173031447	-117.0	517.404209622	3.8244e+06	477.141	85098.6	206	2	7	2	62	5.2	6.3875	6.90384615385	18	-472	82
1457729	54550000	401	14.7006515602	3644	247.880169466	1801153.0	494.279088913	-1001.0	100000.0	0.714599341383	0	2	71.7242074395	-125.0	498.325298488	3.70536e+06	468.631	85671.0	228	0	10	3	66	4.95238095238	6.44604316547	3.91803278689	18	-670	88
1461408	54550000	402	16.6810583742	3679	220.549554919	1299166.0	353.130198423	-1000.0	100000.0	0.824136993748	0	2	71.463272036	-94.0	518.637176091	3.29847e+06	453.095	85490.4	192	0	11	1	75	4.73863636364	5.91349480969	4.68421052632	13	-1092	6
1465044	54550000	403	14.9207634885	3636	243.687261901	1598823.0	439.72029703	-1000.0	100000.0	0.751650165017	0	2	72.4409281264	-117.0	542.184883846	3.04189e+06	455.78	85853.1	168	3	10	2	55	5.92957746479	5.78726968174	4.65909090909	16	-1094	58
1468720	54550000	404	14.739951776	3676	249.390232469	1702338.0	463.095212187	-1002.0	100000.0	0.670293797606	0	2	73.1891575869	-117.0	527.82869058	3.70249e+06	464.464	86381.6	208	3	7	2	56	5.98630136986	6.0615640599	4.54166666667	17	-724	0
1472388	54550000	405	14.986525167	3668	244.753200567	1800680.0	490.916030534	-1000.0	100000.0	0.642857142857	0	2	73.0289323781	-105.0	523.64872084	3.44318e+06	461.649	86351.0	212	4	8	1	64	5.15853658537	6.47508896797	4.78260869565	18	-678	78
